manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
12/5/11,Bower,,SLY75,7.5mm f/3.5 Fisheye,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,7.5mm,Fisheye,None,xx,"2.36 x1.89"" (6.0 x4.8 cm)",,,,,,,,,,,,,,
3/30/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.37 x 5.67"" (11.10 x14.40 cm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon FD,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon EF ,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Minolta,Minolta MD / T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Sony,Sony / Minolta / T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Nikon,T-mount (T-thread),Nikon F,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Olympus,Olympus OM / T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Pentax,Pentax / T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
4/29/09,Bower,,SLY8008,800mm f/8 High-Power Super Telephoto Mirror,SLR Lenses,Pentax,Pentax M42 / T-Mount,,Prime Lenses,800mm,Mirror,"Front: 105 mm
Rear: 30.5 mm",xx,"4.4 x5.2"" (111 x 132 mm)",,,,,,,,,,,,,,
3/30/09,Bower,,SLY85,85mm f/1.4 High-Power Portrait,SLR Lenses,Canon,Canon EF,,Prime Lenses,85mm,,72mm,xx,"3.0 x 3.75"" (76.20 x 95.25 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/30/09,Bower,,SLY85,85mm f/1.4 High-Power Portrait,SLR Lenses,Sony,Sony / Minolta / T-Mount,,Prime Lenses,85mm,,72mm,xx,"2.95 x 2.95"" (75 x 75mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/30/09,Bower,,SLY85,85mm f/1.4 High-Power Portrait,SLR Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"3.0 x 3.75"" (76.20 x 95.25 mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY85,85mm f/1.4 High-Power Portrait,SLR Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"2.75 x 3.25"" (69.85 x 82.55 mm)",,,,,,,,,,,,,,
3/30/09,Bower,,SLY85,85mm f/1.4 High-Power Portrait,SLR Lenses,Pentax,Pentax,,Prime Lenses,85mm,,72mm,xx,"3.0 x 3.75"" (76.20 x 95.25 mm)",,,,,,,,,,,,,,
5/1/13,Bower,,SLY85VD,85mm T1.5 Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.94"" (7.80 x 7.47cm)",,,,,,,,,,,,,,
5/1/13,Bower,,SLY85VD,85mm T1.5 Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.84"" (7.80 x 7.22cm)",,,,,,,,,,,,,,
5/1/13,Bower,,SLY85VD,85mm T1.5 Cine,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,85mm,,72mm,xx,"3.07 x 2.92"" (7.80 x 7.42cm)",,,,,,,,,,,,,,
12/11/13,Bower,,SLY85VD,85mm T1.5 Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,85mm,,72mm,xx,"3.07 x 3.96"" (7.80 x 10.07) ",,,,,,,,,,,,,,
7/11/12,Bower,,SLY288,8mm f/2.8 Ultra Compact Fisheye,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.21"" (60 x 56.1mm)",APS-C,,,,,,,,,,,,,
7/11/12,Bower,,SLY288,8mm f/2.8 Ultra Compact Fisheye,Mirrorless System Lenses,Sony,Sony E,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 2.20"" (60 x 55.8 mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY288,8mm f/2.8 Ultra Compact Fisheye,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,xx,"2.36 x 1.90"" (60 x 48.3mm)",APS-C,,,,,,,,,,,,,
7/11/12,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.94"" (75 x 74.8mm)",Nikon DX Nikon FX/35mm Film,,,,,,,,,,,,,
7/11/12,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Olympus,Four Thirds,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 3.15"" (7.49 x 8.00cm)",Four Thirds,,,,,,,,,,,,,
7/7/09,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Canon,Canon EF-S,,Prime Lenses,8mm,Fisheye,None,xx,"2.94 x 2.95"" (7.47 x 7.49cm)",APS-C,,,,,,,,,,,,,
7/11/12,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,Mirrorless System Lenses,Sony,Sony E,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 4.1"" (75 x 104.14mm)",DSLR (APS-C Sensor) 35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
7/7/09,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Sony,Sony E / Minolta AF,,Prime Lenses,8mm,Fisheye,None,xx,"2.94 x 2.95"" (7.47 x 7.49 cm)",,,,,,,,,,,,,,
7/7/09,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Nikon,Nikon F,,Prime Lenses,8mm,Fisheye,None,xx,"2.94 x 2.95"" (7.47 x 7.49cm)",Nikon DX FX in DX Crop Mode,,,,,,,,,,,,,
7/11/12,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 4.1"" (75 x 104.14mm)",DSLR (APS-C Sensor) 35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
7/7/09,Bower,,SLY358,8mm f/3.5 Super Wide-Angle Fisheye,SLR Lenses,Pentax,Pentax K,,Prime Lenses,8mm,Fisheye,None,xx,"2.94 x 2.95"" (7.47 x 7.49cm)",Pentax Digital (APS-C),,,,,,,,,,,,,
4/30/13,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,8mm,Fisheye,None,xx,"Diameter 3"" (75mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.95""   (75 x 75 mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,8mm,,None,xx,"2.95 x 2.95"" (75 x 75mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Olympus,Four Thirds,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.95"" (75 x 75mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.95"" (75 x 75mm)",,,,,,,,,,,,,,
7/11/12,Bower,,SLY8VD,8mm T/3.8 Fisheye,Digital Cine Lenses,Samsung,Samsung NX,,Prime Lenses,8mm,Fisheye,None,xx,"2.95 x 2.95"" (75 x 75mm)",,,,,,,,,,,,,,
10/20/14,Canon,Cine-Servo,,50-1000mm Cine-Servo T5.0-8.9,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,50-1000mm,,None,x,"6.9 x 6.7 x 16.3"" (175 x 170.6 x 413.2mm)",,,,,,,,,,,,,,
10/20/14,Canon,Cine-Servo,,50-1000mm Cine-Servo T5.0-8.9,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,50-1000mm,,None,x,"6.9 x 6.7 x 16.3"" (175 x 170.6 x 413.2mm)",,,,,,,,,,,,,,
3/31/14,Canon,KAS S Cine-Servo,,CN7x17 17-120mm KAS S Cine-Servo T2.95,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,17-120mm,,None,x,"6.9 x 4.9 x 10.4"" (174 x 125 x 263mm)",,,,,,,,,,,,,,
3/31/14,Canon,KAS S Cine-Servo,,CN7x17 17-120mm KAS S Cine-Servo T2.95,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,17-120mm,,None,x,"6.9 x 4.9 x 10"" (174 x 125 x 255mm)",,,,,,,,,,,,,,
1/16/13,Canon,CN-E,,CN-E 135mm T2.2 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,None,x,"4.66 x 4.66 x 4.55"" (118.4 x 118.4 x 115.6mm)",,,,,,,,,,,,,,
1/10/12,Canon,CN-E,,CN-E 14.5-60mm T2.6 L S,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,14.5-60mm,,None,x,"5.35 x 6.42 x 12.83"" (136.0 x 163.1 x 326.0mm)",,,,,,,,,,,,,,
1/10/12,Canon,CN-E,,CN-E 14.5-60mm T2.6 L SP,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,14.5-60mm,,None,x,"5.35 x 6.42 x 12.52"" (136.0 x 163.1 x 318.0mm)",,,,,,,,,,,,,,
1/16/13,Canon,CN-E,,CN-E 14mm T3.1 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,14mm,,None,x,"4.66 x 4.66 x 3.7"" (118.4 x 118.4 x 94mm)",,,,,,,,,,,,,,
4/30/13,Canon,CN-E,,CN-E 15.5-47mm f/2.8 L SP / MOD,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,15.5-47mm,,None,x,"4.4 x 8.7 x 4.9"" (114.0 x 222.0 x 125.0mm)",,,,,,,,,,,,,,
8/29/12,Canon,CN-E,,CN-E 15.5-47mm T2.8 L S,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,15.5-47mm,Wide-Angle,105mm,x,"4.49 x 4.92 x 8.74"" (114 x 125 x 222mm)",,,,,,,,,,,,,,
8/29/12,Canon,CN-E,,CN-E 15.5-47mm T2.8 L SP,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,15.5-47mm,Wide-Angle,105mm,x,"4.49 x 4.92 x 8.43"" (114 x 125 x 214mm)",,,,,,,,,,,,,,
2/15/12,Canon,CN-E,,CN-E 24mm T1.5 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,24mm,,None,x,"4.66 x 4.66 x 4"" (11.8 x 11.8 x 10.16cm)",,,,,,,,,,,,,,
4/30/13,Canon,CN-E,,CN-E 30-105mm f/2.8 L SP / MOD,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,30-105mm,,None,x,"4.4 x 8.7 x 4.9"" (114.0 x 222.0 x 125.0mm)",,,,,,,,,,,,,,
8/29/12,Canon,CN-E,,CN-E 30-105mm T2.8 L S,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,30-105mm,,105mm,x,"4.49 x 4.92 x 8.58"" (114 x 125 x 218mm)",,,,,,,,,,,,,,
8/29/12,Canon,CN-E,,CN-E 30-105mm T2.8 L SP,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,30-105mm,,105mm,x,"4.49 x 4.92 x 8.27"" (114 x 125 x 210mm)",,,,,,,,,,,,,,
1/10/12,Canon,CN-E,,CN-E 30-300mm T2.95-3.7 L S EF,Digital Cine Lenses,Canon,Canon EF,,Zoom Lenses,30-105mm,,None,x,"5.67 x 6.58 x 13.78"" (144.0 x 167.1 x 350.1mm)",,,,,,,,,,,,,,
1/10/12,Canon,CN-E,,CN-E 30-300mm T2.95-3.7 L SP,Digital Cine Lenses,Universal,PL Mount,,Zoom Lenses,30-105mm,,None,x,"5.67 x 6.58 x 13.47"" (144.0 x 167.1 x 342.1mm)",,,,,,,,,,,,,,
9/11/13,Canon,CN-E,,CN-E 35mm T1.5 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,None,x,"4.66 x 4.66 x 4"" (11.8 x 11.8 x 10.16cm)",,,,,,,,,,,,,,
2/15/12,Canon,CN-E,,CN-E 50mm T1.3 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,None,x,"4.66 x 4.66 x 4"" (11.8 x 11.8 x 10.16cm)",,,,,,,,,,,,,,
2/15/12,Canon,CN-E,,CN-E 85mm T1.3 L F,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,None,x,"4.66 x 4.66 x 4"" (11.8 x 11.8 x 10.16cm)",,,,,,,,,,,,,,
10/24/06,Canon,,,EF 100-300mm f/4.5-5.6 USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-300mm,,58mm,ET-65 III,"2.9 x 4.8"" ",35mm Film / Full-Frame,,,,,,,,,,,,,
12/17/2015,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83D,,35mm Film / Full-Frame,,,,,,,,,,,,,
12/17/15,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83D,,35mm Film / Full-Frame,,,,,,,,,,,,,
11/3/14,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83D,"3.7 x 7.6"" (93.98 x 193.04mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83C,"3.6 x 7.4"" (9.14 x 18.80cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/5/12,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83C,"3.6 x 7.4"" (9.14 x 18.80 cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/6/12,Canon,"Canon ""L""",,EF 100-400mm f/4.5-5.6L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,100-400mm,,77mm,ET-83C,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 100mm f/2 USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,,58mm,ET-65 III,"2.95 x 2.89"" (75 x 73.5mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 100mm f/2.8 Macro USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,58mm,ET-67,"3.1 x 4.7"" (7.87 x 11.94cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
8/28/09,Canon,"Canon ""L""",,EF 100mm f/2.8L Macro IS USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,67mm,ET-73,"3.06 x 4.84"" (7.77 x 12.29cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
6/4/12,Canon,"Canon ""L""",,EF 100mm f/2.8L Macro IS USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,67mm,ET-73,,35mm Film / Full-Frame,,,,,,,,,,,,,
6/22/10,Canon,"Canon ""L""",,EF 100mm f/2.8L Macro IS USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,Macro,67mm,ET-73,,35mm Film / Full-Frame,,,,,,,,,,,,,
2/3/15,Canon,"Canon ""L""",,EF 11-24mm f/4L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,11-24mm,,Rear Insert,Built-in,"4.3 x 5.2"" (109.22 x 132.08mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/19/2017,Canon,,,EF 11-24mm f/4L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,11-24mm,,Rear,,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 1200mm f/5.6L USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,1200mm,,Drop-in: 48mm,Built-in,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 135mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,135mm,,52mm,ET-65 III,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 135mm f/2L USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,135mm,,72mm,ET-78 II,"3.2 x 4.4"" (8.13 x 11.18cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 14mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,14mm,,Gel filters in rear slot,Built-in,"3.1 x 3.7"" (7.87 x 9.40cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 14mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,14mm,Wide-Angle,Gel filters in rear slot,Built-in,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 15mm f/2.8 Fisheye ,SLR Lenses,Canon,Canon EF,,Prime Lenses,15mm,Fisheye,None,Built-in,,35mm Film / Full-Frame,,,,,,,,,,,,,
3/8/07,Canon,"Canon ""L""",,EF 16-35mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,82mm,EW-88,"3.48 x 4.39"" (88.5 x 111.6mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
8/15/16,Canon,"Canon ""L""",,EF 16-35mm f/2.8L III USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,82mm,EW-88D,"Approx. 3.48 x 5.02"" (88.5 x 127.5 mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/19/2017,Canon,"Canon ""L""",,EF 16-35mm f/2.8L III USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,82mm,EW-88D,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 16-35mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,Wide-Angle,77mm,EW-83E,,35mm Film / Full-Frame,,,,,,,,,,,,,
5/12/14,Canon,"Canon ""L""",,EF 16-35mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,77mm,EW-82,"3.25 x 4.44"" (82.6 x 112.8mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/24/2017,Canon,"Canon ""L""",,EF 16-35mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,77mm,EW-82,,35mm Film / Full-Frame,,,,,,,,,,,,,
1/24/2017,Canon,"Canon ""L""",,EF 16-35mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,77mm,EW-82,,35mm Film / Full-Frame,,,,,,,,,,,,,
1/24/2017,Canon,"Canon ""L""",,EF 16-35mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,16-35mm,,77mm,EW-82,,35mm Film / Full-Frame,,,,,,,,,,,,,
9/28/01,Canon,"Canon ""L""",,EF 17-35mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,17-35mm,Wide-Angle,77mm,EW-83C II,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 17-40mm f/4L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,17-40mm,,77mm,EW-83E,"3.29 x 3.81"" (83.5 x 96.8mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 180mm f/3.5L Macro USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,180mm,Macro,72mm,ET-78 II,"3.25 x 7.35"" (82.5 x 186.6mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
5/10/13,Canon,"Canon ""L""",,EF 200-400mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,200-400mm,,"Rear: 52mm 
Bayonet II",ET-120,"5.04 x 14.41"" (128.02 x 366.01mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/1/02,Canon,"Canon ""L""",,EF 200mm f/1.8L USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,200mm,,Drop-in: 48mm,ET-123,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 200mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,200mm,,72mm,ET-83B II,"3.3 x 5.4"" (8.38 x 13.72cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/25/08,Canon,"Canon ""L""",,EF 200mm f/2L IS USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,200mm,,Rear: 52mm,ET-120B,"5.0 x 8.2"" (12.70 x 20.83cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 20-35mm f/3.5-4.5 USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,20-35mm,Wide-Angle,77mm,EW-83 II,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 20mm f/2.8 USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,20mm,,72mm,EW-75 II,"3.05 x 2.78"" (77.5 x 70.6mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
9/8/14,Canon,Canon STM,,EF 24-105mm f/3.5-5.6 IS STM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-105mm,,77mm,EW-83M,"3.28 x 4.09"" (83.4 x 104mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
8/15/16,Canon,"Canon ""L""",,EF 24-105mm f/4L IS II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-105mm,,77mm,EW-83M,"Approx. 3.29 x 4.65"" (83.5 x 118 mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 24-105mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-105mm,,77mm,EW-83H,"3.3 x 4.2"" (8.38 x 10.67cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
7/5/12,Canon,"Canon ""L""",,EF 24-105mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-105,,77mm,EW-83H,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/2/08,Canon,"Canon ""L""",,EF 24-105mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-105mm,,77mm,EW-83H,"Approx. 3.3 x 4.2"" (8.38 x 10.67 cm)",35mm Film / Full-Frame,,,,,,,,,,,,,
2/7/12,Canon,"Canon ""L""",,EF 24-70mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,82mm,EW-88C,"3.48 x 4.45"" (88.5 x 113mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
1/19/2017,Canon,"Canon ""L""",,EF 24-70mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,82mm,EW-88C,,35mm Film / Full-Frame,,,,,,,,,,,,,
12/17/15,Canon,"Canon ""L""",,EF 24-70mm f/2.8L II USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,82mm,EW-88C,,35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 24-70mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,Wide-Angle,77mm,EW-83F,,35mm Film / Full-Frame,,,,,,,,,,,,,
4/30/08,Canon,"Canon ""L""",,EF 24-70mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,77mm,EW-83F,,35mm Film / Full-Frame,,,,,,,,,,,,,
4/30/08,Canon,"Canon ""L""",,EF 24-70mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,77mm,EW-83F,,35mm Film / Full-Frame,,,,,,,,,,,,,
6/22/10,Canon,"Canon ""L""",,EF 24-70mm f/2.8L USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,77mm,EW-83F,,35mm Film / Full-Frame,,,,,,,,,,,,,
11/20/12,Canon,"Canon ""L""",,EF 24-70mm f/4L IS USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-70mm,,77mm,EW-83L,"3.28 x 3.66"" (83.4 x 93mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,"Canon ""L""",,EF 24-85mm f/3.5-4.5 USM,SLR Lenses,Canon,Canon EF,,Zoom Lenses,24-85mm,Wide-Angle,67mm,EW-73II,,35mm Film / Full-Frame,,,,,,,,,,,,,
11/11/08,Canon,"Canon ""L""",,EF 24mm f/1.4L II USM,SLR Lenses,Canon,Canon EF,,Prime Lenses,24mm,,77mm,EW-83K,"3.29 x 3.42"" (83.5 x 86.9mm)",35mm Film / Full-Frame,,,,,,,,,,,,,
10/24/06,Canon,,,EF 24mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,24mm,Wide-Angle,58mm,EW-60 II,,35mm Film / Full-Frame,,,,,,,,,,,,,
